line_item_id	jee3_metric_score_id	spar2_metric_score_id	hepr_metric_score_id	requirement	action	unit_cost	unit	description	administrative_level	global_health_emergency_corps_level	cost_type	custom_multiplier_1	custom_multiplier_1_units	custom_multiplier_2	custom_multiplier_2_units	relevant_references	optional_cost	notes_assumptions
6ada7de6-c8be-4245-94d0-0214c4a9f7b8	JEE3.R3.3.3	SPAR2.C8.3.3	HEPR.CC.3.1.2	Train national PHEOC staff of methods for monitoring service continuity during emergency	"National expert to conduct annual, 5-day training event with select PHEOC staff on methods for monitoring service continuity during emergency, including strategies to ensure access to emergency critical care pathways"	Meeting - Medium	per day	"Meeting expenses for annual, 5-day training event with select PHEOC staff on methods for monitoring service continuity during emergency"	National	Health emergency corps	Recurring	5	days			JEE 3.0	FALSE	
8955db0c-463e-49a6-951a-813a4de4598b	JEE3.R3.3.3	SPAR2.C8.3.3	HEPR.CC.3.1.1	"Develop SOPs for helping to reinforce the treatment of vulnerable patients (e.g., dialysis patients)"	National expert to review existing national SOPs and add/update material to ensure they provide guidance for helping to reinforce the treatment of vulnerable patient such as dialysis patients and those living with mental health conditions	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for national expert to review and revise SOPs	National	Health emergency corps	One-time	0.083	FTE			"JEE 3.0; Park H, Sim B, Zhao B, Nam EW. Public Health Financing and Responses to COVID-19: Lessons from South Korea. Healthcare. 2022 Apr 18;10(4):750. "	FALSE	"Park H, Sim B, Zhao B, Nam EW. Public Health Financing and Responses to COVID-19: Lessons from South Korea. Healthcare. 2022 Apr 18;10(4):750.  Publication noted activities in South Korea during COVID-19 to ""Reinforce] the treatment of patients experiencing difficulties owing to COVID-19"" including dialysis patients and patients with COVID-19 related depression."
d0324173-d1ad-44da-bd8d-fbe685a3c060	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CC.3.3.2	Draft intermediate SOPs for monitoring service continuity during emergency	Expert to draft SOPs for monitoring service continuity in intermediate areas during emergency	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for expert to draft SOPs for monitoring service continuity during emergency	Intermediate	Health emergency corps	One-time	0.25	years			JEE 3.0	FALSE	
a72c1b87-e3cb-446e-9e8e-44ad41f24014	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CC.3.3.2	Draft intermediate SOPs for monitoring service continuity during emergency	Stakeholder workshop to solicit feedback on SOPs for monitoring service continuity during emergency	Meeting - Medium	per day	"Two, two-day workshops to solicit feedback on SOPs for monitoring service continuity during emergency"	Intermediate	Health emergency corps	One-time	2	workshops	2	days	JEE 3.0	FALSE	
03a935b3-1174-4819-889b-0af4509d5625	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CC.3.3.2	Draft intermediate SOPs for monitoring service continuity during emergency	"Expert to review and revise, annually, SOPs for monitoring service continuity during emergency"	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for an expert to review and revise SOPs for monitoring service continuity during emergency	Intermediate	Health emergency corps	Recurring	0.083	years			JEE 3.0	FALSE	
c7d5be39-5f33-4d2a-b8d9-1d949bd2fd2a	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CC.3.1.1	Train intermediate PHEOC staff of methods for monitoring service continuity during emergency	"National expert to conduct annual, 5-day training event with select PHEOC staff on methods for monitoring service continuity during emergency"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for national expert to design curriculum and conduct annual, 5-day training event with select PHEOC staff on methods for monitoring service continuity during emergency"	Intermediate	Health emergency corps	Recurring	0.083	years			JEE 3.0	FALSE	
9bbc72b3-8aa4-4256-984d-d775ef77739c	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CC.3.1.1	Train intermediate PHEOC staff of methods for monitoring service continuity during emergency	"National expert to conduct annual, 5-day training event with select PHEOC staff on methods for monitoring service continuity during emergency"	Meeting - Medium	per day	"Meeting expenses for annual, 5-day training event with select PHEOC staff on methods for monitoring service continuity during emergency"	Intermediate	Health emergency corps	Recurring	5	days			JEE 3.0	FALSE	
fc6f00e6-3ae1-44f1-9dad-7249a1264e13	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CP.2.2.5	Draft plans and conduct research to identify and address unintended and inequitable consequences of policy measures 	National health services and/or health equity research to define and lead a line of research efforts to identify and address unintended and inequitable consequences of policy measures 	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a national health services and/or health equity research to define and lead a line of research efforts to identify and address unintended and inequitable consequences of policy measures 	National	Health emergency corps	Recurring	1	FTE			JEE 3.0	FALSE	"Technical question: ""Does the response plan integrate attention to potential unintended and inequitable consequences of policy measures (e.g., shutdowns, curfews), including on marginalized and vulnerable groups (e.g., gender-based and domestic violence)?"""
d454a165-8af6-4d76-94d9-8fbcef181994	JEE3.R3.3.4	SPAR2.C8.3.4	HEPR.CP.2.2.5	Draft plans and conduct research to identify and address unintended and inequitable consequences of policy measures 	National health services and/or health equity research to define and lead a line of research efforts to identify and address unintended and inequitable consequences of policy measures 	Annual salary 1 (low) plus overhead (60.0%)	per year	Salary support for student researchers to support research efforts	National	None	Recurring	4	FTE			JEE 3.0	FALSE	"Technical question: ""Does the response plan integrate attention to potential unintended and inequitable consequences of policy measures (e.g., shutdowns, curfews), including on marginalized and vulnerable groups (e.g., gender-based and domestic violence)?"""
9ada7de6-c8be-4245-94d0-0214c4a9f7b8	NA	NA	HEPR.CP.2.2.5	Conduct assessment of the impact of any restrictions on movement to minimize exacerbation of existing inequities	National health services and/or health equity research specifically related to travel-restrictions	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for national health services and/or health equity research specifically related to travel-restrictions	National	None	Recurring	1	FTE			HEPR	FALSE	
1e769651-2909-405f-a745-1464cef8af75	NA	NA	HEPR.CP.2.3.1	"Conduct research and propose specific policy interventions to address risks of physical, psychological and sexual abuse"	National health services and/or health equity research staff	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for national health services and/or health equity research staff	National	None	Recurring	1	FTE			HEPR	FALSE	
5f23ef0f-4b21-4975-9329-c2dc4235e78b	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  	Public health and healthcare staff to conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a team of 4 public health, healthcare, and AMR experts to conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  to inform development of active national IPC programme or operational plan"	National	Health emergency corps	One-time	4	FTE			JEE 3.0	FALSE	"JEE footnote: ""IPC programmes should have clearly defined objectives based on local epidemiology and priorities according to risk assessment, and defined functions and activities that align with and contribute towards the prevention of health care- associated infections (HAIs) and AMR in health care."""
6f23ef0f-4b21-4975-9329-c2dc4235e78b	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  	Public health and healthcare staff to conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  	Specialized computer software license	per year	"Specialized analysis software for a team of 4 public health, healthcare, and AMR experts to conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  to inform development of active national IPC programme or operational plan"	National	Health emergency corps	One-time	4	licenses			JEE 3.0	FALSE	"JEE footnote: ""IPC programmes should have clearly defined objectives based on local epidemiology and priorities according to risk assessment, and defined functions and activities that align with and contribute towards the prevention of health care- associated infections (HAIs) and AMR in health care."""
37644b2a-617f-44ec-b72f-7c662dd41957	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  	Public health and healthcare staff to conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  	Vehicle	per vehicle	"Vehicles for a team of 4 public health, healthcare, and AMR experts to conduct national-level health care-associated infections (HAIs) and antimicrobial resistance (AMR) risk assessments  to inform development of active national IPC programme or operational plan"	National	None	One-time	4	vehicles			JEE 3.0	FALSE	"JEE footnote: ""IPC programmes should have clearly defined objectives based on local epidemiology and priorities according to risk assessment, and defined functions and activities that align with and contribute towards the prevention of health care- associated infections (HAIs) and AMR in health care."""
3150b414-ffff-46c1-94b5-20d24105beb9	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Establish national IPC operational plan	Experts to draft national IPC operational plan	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a national expert to draft a national IPC operational plan	National	Health emergency corps	One-time	1	FTE			JEE 3.0	FALSE	"Assume plan is ambitious and takes a full year to draft, given broadness of IPC"
698048df-2463-4ab8-b543-ddfad8e2f5d5	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Establish national IPC operational plan	Experts to draft national IPC operational plan	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for national experts across sectors and domains to provide expert feedback on national IPC operational plan (5 experts x 1 month each)	National	Health emergency corps	One-time	5	experts	0.08	FTE	JEE 3.0	FALSE	
d6a2758a-7bb9-4824-9dc1-0deb20d417d4	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Establish national IPC operational plan	Stakeholder workshop to solicit expert feedback on national IPC operational plan	Meeting - Medium	per day	Meeting expenses for stakeholder workshop to solicit expert feedback on national IPC operational plan	National	Health emergency corps	One-time	2	days	2	meetings	JEE 3.0	FALSE	
6aa3b771-acfc-497c-9ace-91643920828b	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Draft initial national IPC guidelines/standards	Experts to draft national IPC guidelines/standards	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a national expert to draft national IPC guidelines/standards	National	Health emergency corps	One-time	0.5	FTE			JEE 3.0	FALSE	
06aaa015-ef6a-4566-89e8-d46508d48897	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Draft initial national IPC guidelines/standards	Stakeholder workshop to solicit expert feedback on national IPC guidelines/standards	Meeting - Medium	per day	Meeting expenses for stakeholder workshop to solicit expert feedback on national IPC guidelines/standards	National	Health emergency corps	One-time	2	days	2	meetings	JEE 3.0	FALSE	
37f80caa-abfe-4218-a80d-84999e55847e	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Maintain annual workplans for national IPC program	Dedicated national program director to maintain annual workplans for national IPC program	Annual salary 3 (high) plus overhead (60.0%)	per year	Salary support for a dedicated national program director to maintain annual workplans for national IPC program	National	Health emergency corps	Recurring	1	FTE			JEE 3.0	FALSE	"JEE footnote: ""“Active” is defined as a functioning programme with annual workplans and budget."""
60d61ea1-f616-4fa3-8817-e6f5ba84ea90	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Maintain annual workplans for national IPC program	Dedicated administrative assistant to help coordinate and organize national IPC program	Annual salary 1 (low) plus overhead (60.0%)	per year	Salary support for an administrative assistant to help coordinate and organize national IPC program	National	Health emergency corps	Recurring	1	FTE			JEE 3.0	FALSE	"JEE footnote: ""“Active” is defined as a functioning programme with annual workplans and budget."""
56051c13-6dfd-4a4d-8aca-6ff9a45fbab4	JEE3.R4.1.2	SPAR2.C9.1.2	NA	Maintain annual workplans for national IPC program	Program officers to support national IPC program	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for program officers to support national IPC program	National	Health emergency corps	Recurring	4	program officers			JEE 3.0	FALSE	"JEE footnote: ""“Active” is defined as a functioning programme with annual workplans and budget."""
e5d67e23-85d0-4a06-9b23-9b4ae9a6ffaf	JEE3.R4.1.3	SPAR2.C9.1.3	NA	Update national IPC operational plan to address role of IPC in outbreaks and pandemics	Review and revise national IPC operational plan to address role of IPC in outbreaks and pandemics	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support to review and revise national IPC operational plan to address role of IPC in outbreaks and pandemics	National	Health emergency corps	One-time	0.25	FTE			JEE 3.0	FALSE	
ce7be7aa-5e5c-4714-93e0-ffc60946ff01	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	Draft and disseminate national guidelines/standards for IPC in healthcare	National public health expert to draft national guidelines/standards for IPC in healthcare	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a national public health expert to draft national guidelines/standards for IPC in healthcare	National	Health emergency corps	One-time	0.5	FTE			JEE 3.0	FALSE	
9e26084a-58af-476c-a14e-9b62ea128a52	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	Draft and disseminate national guidelines/standards for IPC in healthcare	Consult with healthcare workers and public health leaders at the local and healthcare facility levels to solicit feedback and help refine national guidelines/standards for IPC in healthcare	Meeting - Medium	per day	"Salary support for local and healthcare facility practitioners and  experts to provide expert advice (5% of healthcare facilities, 5 days of workshops)"	Health facility	Health emergency corps	One-time	5	days	0.05	facilities participating	JEE 3.0	FALSE	
4271ba22-5d3e-4803-b841-2a5bc6bec405	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	Draft and disseminate national guidelines/standards for IPC in healthcare	"Stakeholder workshops, at the national level, to solicit additional expert feedback on national IPC operational plan"	Meeting - Medium	per day	Meeting expenses for stakeholder workshop to solicit expert feedback	National	Health emergency corps	One-time	2	days	2	meetings	JEE 3.0	FALSE	
190e9023-3261-429e-8bc1-18e002763eb3	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	IPC Training for healthcare workers at select facilities	Dedicated training officers to develop training materials and lead trainings at healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for one dedicated training officer per local area to develop training materials and lead trainings at healthcare facilities (10% participating)	Local	National public health and emergency workforce	Recurring	1	FTE	0.1	local areas	JEE 3.0	FALSE	"JEE footnote: ""A multimodal strategy comprises several components or elements (three or more, usually five) implemented in an integrated way with the aim of improving an outcome and changing behaviour. It includes tools, such as bundles and checklists, developed by multidisciplinary teams that consider local conditions. The five most common elements include: (i) system change (availability of the appropriate infrastructure and supplies to enable IPC good practices); (ii) education and training of health care workers and key players (for example, managers); (iii) monitoring infrastructures, practices, processes, outcomes and providing data feedback; (iv) reminders in the workplace/communications; and (v) culture change within the establishment or the strengthening of a safety climate (For further information see: https://www.who.int/publications/m/ item/who-multimodal-improvement-strategy, accessed 16 March 2022)."""
14450420-c30a-44f1-ba25-2bfc9624a722	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	IPC Training for healthcare workers at select facilities	Dedicated training officers to develop training materials and lead trainings at healthcare facilities	Vehicle	per vehicle	Vehicle for one dedicated training officer per local area to develop training materials and lead trainings at healthcare facilities	Local	National public health and emergency workforce	One-time	1	vehicle	0.1	local areas	JEE 3.0	FALSE	"JEE footnote: ""A multimodal strategy comprises several components or elements (three or more, usually five) implemented in an integrated way with the aim of improving an outcome and changing behaviour. It includes tools, such as bundles and checklists, developed by multidisciplinary teams that consider local conditions. The five most common elements include: (i) system change (availability of the appropriate infrastructure and supplies to enable IPC good practices); (ii) education and training of health care workers and key players (for example, managers); (iii) monitoring infrastructures, practices, processes, outcomes and providing data feedback; (iv) reminders in the workplace/communications; and (v) culture change within the establishment or the strengthening of a safety climate (For further information see: https://www.who.int/publications/m/ item/who-multimodal-improvement-strategy, accessed 16 March 2022)."""
142c47e2-2beb-439b-836d-e31ded5b4e98	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	IPC Training for healthcare workers at select facilities	"Annual, 2-day training event for healthcare workers in local health facilities"	Meeting - Small	per day	"Meeting expenses for annual, 2-day training event for healthcare workers in local health facilities"	Health facility	National public health and emergency workforce	Recurring	2	days	0.1	facilities participating	JEE 3.0	FALSE	"JEE footnote: ""A multimodal strategy comprises several components or elements (three or more, usually five) implemented in an integrated way with the aim of improving an outcome and changing behaviour. It includes tools, such as bundles and checklists, developed by multidisciplinary teams that consider local conditions. The five most common elements include: (i) system change (availability of the appropriate infrastructure and supplies to enable IPC good practices); (ii) education and training of health care workers and key players (for example, managers); (iii) monitoring infrastructures, practices, processes, outcomes and providing data feedback; (iv) reminders in the workplace/communications; and (v) culture change within the establishment or the strengthening of a safety climate (For further information see: https://www.who.int/publications/m/ item/who-multimodal-improvement-strategy, accessed 16 March 2022)."" // Assume healthcare workforce salaries are covered in human resources costs"
93f11197-20ad-4d1e-9842-d76c873a3341	JEE3.R4.1.3	SPAR2.C9.1.3	HEPR.CC.3.2.2	Monitor and promote the implementation of and adherence to national IPC policies and standards in select facilities	Dedicated infection prevention and control specialist at select healthcare facilities to monitor the implementation of and adherence to national IPC policies and standards	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for dedicated infection prevention and control specialist at select healthcare facilities to monitor the implementation of and adherence to national IPC policies and standards	Health facility	National public health and emergency workforce	Recurring	1	FTE	0.1	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	"It is critical for a functioning IPC programme to have dedicated, trained professionals in every acute care facility. (WHO 2016)"
65e37ea7-6094-4e79-ac11-b3d63e862301	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CP.2.2.3	National IPC experts to support national-level activities related to outbreak planning and response	Two dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for two dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	National	Connected health emergency leadership	Recurring	2	FTE			JEE 3.0	FALSE	
0cde4908-5ee3-4b96-ac7f-9835c1d455a8	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CP.2.2.3	National IPC experts to support national-level activities related to outbreak planning and response	Two dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	Vehicle	per year	Vehicles for two dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	National	None	One-time	2	vehicles			JEE 3.0	FALSE	
165e7788-767e-4127-b05a-3236ee9d4ecb	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CP.2.2.3	National IPC experts to support national-level activities related to outbreak planning and response	Two dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	Outbreak investigation kit	per kit	Outbreak investigation kit for dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	National	None	Recurring	2	kits/year			JEE 3.0	FALSE	
4e076c75-91c7-4441-b5a1-86c82c63a88b	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CP.2.2.3	National IPC experts to support national-level activities related to outbreak planning and response	Two dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response	"Disinfection, decontamination, and vector control kit"	per kit	"Disinfection, decontamination, and vector control kits for dedicated national IPC experts deployed as needed to support national-level activities related to outbreak planning and response"	National	None	Recurring	2	kits/year			JEE 3.0	FALSE	
94746055-1d00-4aae-8cc5-f693a28250bd	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	IPC Training for healthcare workers at 80% of facilities	Dedicated training officers to develop training materials and lead trainings at healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for one dedicated training officer per local area to develop training materials and lead trainings at healthcare facilities (80% participating)	Local	National public health and emergency workforce	Recurring	1	FTE	0.7	local areas	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Additional 10% costed for score of '2'; The national IPC programme should support and mandate health care workers’ education and training focused on the guideline recommendations. (WHO 2016);
1e62db60-cd1d-4807-aae8-7e0fa9898087	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	IPC Training for healthcare workers at 80% of facilities	Dedicated training officers to develop training materials and lead trainings at healthcare facilities	Vehicle	per vehicle	Vehicle for one dedicated training officer per local area to develop training materials and lead trainings at healthcare facilities	Local	None	One-time	1	vehicle	0.7	local areas	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Additional 10% costed for score of '2'; The national IPC programme should support and mandate health care workers’ education and training focused on the guideline recommendations. (WHO 2016)
6777adee-bf8a-483d-8037-9c6b5e0d7251	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	IPC Training for healthcare workers at 80% of facilities	"Annual, 2-day training event for healthcare workers in local health facilities"	Meeting - Small	per day	"Meeting expenses for annual, 2-day training event for healthcare workers in local health facilities"	Health facility	National public health and emergency workforce	Recurring	2	days	0.7	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Additional 10% costed for score of '2'; The national IPC programme should support and mandate health care workers’ education and training focused on the guideline recommendations. (WHO 2016)
dbeb3346-2a14-47b5-b1e0-067659348974	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	Dedicated IPC team in place in 80% of healthcare facilities	Dedicated IPC team in place in 80% of healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for dedicated infection prevention and control specialist at select healthcare facilities to monitor the implementation of and adherence to national IPC policies and standards	Health facility	National public health and emergency workforce	Recurring	1	FTE	0.7	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	"It is critical for a functioning IPC programme to have dedicated, trained professionals in every acute care facility. (WHO 2016); Additional 10% costed for score of '2'; Assume this professional also supports and coordinates facility-level surveillance efforts; Note that facility-based surveillance (statistician, data engineer, surveillance experts) to guide IPC is costed in R.4.2 but is also relevant here"
ceca109d-b55e-477b-93a2-7dfe7ed3a3ab	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	Dedicated IPC team in place in 80% of healthcare facilities	Dedicated IPC team in place in 80% of healthcare facilities	Annual salary 1 (low) plus overhead (60.0%)	per year	Salary support for administrative assistant and data entry coordinator to support infection prevention and control specialist at select healthcare facilities	Health facility	National public health and emergency workforce	Recurring	1	FTE	0.8	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	"It is critical for a functioning IPC programme to have dedicated, trained professionals in every acute care facility. (WHO 2016); Additional 10% costed for score of '2'; Assume this professional also supports and coordinates facility-level surveillance efforts; Note that facility-based surveillance (statistician, data engineer, surveillance experts) to guide IPC is costed in R.4.2 but is also relevant here"
1d8ae456-28f4-4834-9877-ae06223fdc38	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	Dedicated IPC team in place in 80% of healthcare facilities	Dedicated IPC team in place in 80% of healthcare facilities	Annual salary 3 (high) plus overhead (60.0%)	per year	Salary support for an internal champion for hospital IPC policies within the hospital leadership team (assume 10 days/year dedicated effort)	Health facility	National public health and emergency workforce	Recurring	0.038	FTE	0.8	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	"It is critical for a functioning IPC programme to have dedicated, trained professionals in every acute care facility. (WHO 2016); Additional 10% costed for score of '2'; Assume this professional also supports and coordinates facility-level surveillance efforts; Note that facility-based surveillance (statistician, data engineer, surveillance experts) to guide IPC is costed in R.4.2 but is also relevant here"
492e20ba-b831-4ae3-88d4-75de51093721	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	Dedicated IPC team in place in 80% of healthcare facilities	Disseminate results of facility-based IPC surveillance	Annual salary 1 (low) plus overhead (60.0%)	per year	Part-time effort of communications specialist to draft bulletins and relevant educational documents to communicate the results of facility-based IPC surveillance efforts	Health facility	None	Recurring	0.083	FTE	0.7	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Surveillance reports should be disseminated in a timely manner to those at the managerial or administration level (decision-makers) and the unit/ward level (frontline health care workers). (WHO 2016)
b7b37b95-2fa3-4b10-bee7-15a6d423101d	JEE3.R4.1.4	SPAR2.C9.1.4	HEPR.CC.3.2.2	Communicate results and findings from key facility IPC activities	Printer to generate copies of IPC surveillance information at healthcare facilities	Printer / Copier	per year	Capital cost of a printer to generate copies of IPC surveillance information at healthcare facilities	Health facility	None	One-time	1	printer/facility	0.7	facilities participating	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Surveillance reports should be disseminated in a timely manner to those at the managerial or administration level (decision-makers) and the unit/ward level (frontline health care workers). (WHO 2016)
682fdb2f-d8a8-4384-b76f-8433a7f8f670	JEE3.R4.1.4	SPAR2.C9.1.4	NA	Establish and maintain close working relationships between IPC program and national laborator(ies) providing microbiological laboratory support	Monthly working group meetings to coordinate efforts between national IPC program and national laborator(ies) providing microbiological laboratory support	Meeting - Small	per day	Meeting costs for monthly working group meetings to coordinate efforts between national IPC program and national laborator(ies) providing microbiological laboratory support	National	None	Recurring	12	meetings/year			JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Good quality microbiological laboratory support is a very critical factor an effective IPC programme. (WHO 2016)
90c9bc5b-051f-4133-9be0-abbdd0d5f8f2	JEE3.R4.1.4	SPAR2.C9.1.4	NA	Adapt national guidelines/standards for IPC in healthcare for use in specific healthcare facilities	Support for healthcare facilities to adapt national guidelines/standards for IPC in healthcare for use in specific healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for an expert in a local healthcare facility to adapt national guidelines/standards for IPC in healthcare for use their own specific healthcare facility	Health facility	None	One-time	0.8	facilities	0.25	FTE	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	Appropriate IPC expertise is necessary to write or adapt and adopt a guideline both at the national and health care facility level. Guidelines should be evidence-based and reference international or national standards. Adaptation to local conditions should be considered for the most effective uptake and implementation (WHO 2016)
75b34ae9-0984-42a0-b0ee-13a9bff5bc59	JEE3.R4.1.4	SPAR2.C9.1.4	NA	Adapt orientation and new employee materials to ensure they reflect current national guidelines/standards for IPC in healthcare	Support for healthcare facilities to adapt orientation and new employee materials to ensure they reflect current national guidelines/standards for IPC in healthcare	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for healthcare facilities to adapt orientation and new employee materials to ensure they reflect current national guidelines/standards for IPC in healthcare	Health facility	None	One-time	0.8	facilities	0.08	FTE	JEE 3.0; World Health Organization. (2016). Guidelines on core components of infection prevention and control programmes at the national and acute health care facility level. https://www.who.int/publications-detail-redirect/9789241549929	FALSE	"IPC education and training should be a part of an overall health facility education strategy, including new employee orientation and the provision of continuous educational opportunities for existing staff, regardless of level and position (for example, including also senior administrative and housekeeping staff). (WHO 2016), Assume at the end of orientation a survey is taken and qualitative interviews are conducted to ensure ""Periodic evaluations of both the effectiveness of training programmes and assessment of staff knowledge should be undertaken on a routine basis."""
0628505e-4f70-4177-8295-52a992f729cd	JEE3.R4.2.2	SPAR2.C9.2.2	NA	Draft national strategic plan for HCAI surveillance	National clinical and public health expert to draft national strategic plan for HCAIs surveillance (including pathogens that are antimicrobial resistant and/or prone to outbreaks)	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a national clinical and public health expert to draft national strategic plan for HCAIs surveillance (including pathogens that are antimicrobial resistant and/or prone to outbreaks)	National	Health emergency corps	One-time	0.5	FTE			JEE 3.0	FALSE	
